really long string here
test
Pools
WINNERS QUARTERS
GRAND FINALS RESET
POOLS
Grand Final
LOSERS BRACKET
WINNERS ROUND 3
LOSERS TOP 16
WINNERS TOP 8
LOSERS TOP 8
LOSERS QUARTER
LOSERS QUARTERS
WINNERS FINAL
Losers Semi
Losers Final
Grand Finals
